2023/01/14	Sat	09:37	11.47		350			H
2023/01/14	Sat	16:39	3.40		104			L
2023/01/14	Sat	22:31	7.41		226			H
2023/01/15	Sun	03:13	5.26		160			L
2023/01/15	Sun	10:05	11.26		343			H
2023/01/15	Sun	17:27	2.09		64			L
2023/01/16	Mon	00:16	7.94		242			H
2023/01/16	Mon	04:10	6.83		208			L
2023/01/16	Mon	10:36	11.08		338			H
2023/01/16	Mon	18:16	0.74		23			L
2023/01/17	Tue	01:50	8.96		273			H
2023/01/17	Tue	05:43	8.10		247			L
2023/01/17	Tue	11:14	11.00		335			H
2023/01/17	Tue	19:06	-0.59		-18			L
2023/01/18	Wed	03:01	10.09		308			H
2023/01/18	Wed	07:24	8.75		267			L
2023/01/18	Wed	12:01	11.02		336			H
2023/01/18	Wed	19:56	-1.80		-55			L
2023/01/19	Thu	03:54	11.05		337			H
2023/01/19	Thu	08:37	8.86		270			L
2023/01/19	Thu	12:54	11.13		339			H
2023/01/19	Thu	20:46	-2.79		-85			L
2023/01/20	Fri	04:39	11.75		358			H
2023/01/20	Fri	09:32	8.64		263			L
2023/01/20	Fri	13:51	11.29		344			H
2023/01/20	Fri	21:34	-3.46		-105			L
2023/01/21	Sat	05:20	12.21		372			H
2023/01/21	Sat	10:21	8.18		249			L
2023/01/21	Sat	14:50	11.37		347			H
2023/01/21	Sat	22:22	-3.71		-113			L
2023/01/22	Sun	05:59	12.48		380			H
2023/01/22	Sun	11:09	7.52		229			L
2023/01/22	Sun	15:50	11.27		344			H
2023/01/22	Sun	23:10	-3.44		-105			L
2023/01/23	Mon	06:36	12.63		385			H
2023/01/23	Mon	11:59	6.69		204			L
2023/01/23	Mon	16:52	10.91		333			H
2023/01/23	Mon	23:56	-2.64		-80			L
2023/01/24	Tue	07:13	12.68		386			H
2023/01/24	Tue	12:51	5.72		174			L
2023/01/24	Tue	17:56	10.31		314			H
2023/01/25	Wed	00:42	-1.32		-40			L
2023/01/25	Wed	07:48	12.65		386			H
2023/01/25	Wed	13:46	4.67		142			L
2023/01/25	Wed	19:04	9.53		290			H
2023/01/26	Thu	01:27	0.43		13			L
2023/01/26	Thu	08:23	12.51		381			H
2023/01/26	Thu	14:43	3.59		109			L
2023/01/26	Thu	20:20	8.73		266			H
2023/01/27	Fri	02:15	2.45		75			L
2023/01/27	Fri	08:58	12.23		373			H
2023/01/27	Fri	15:41	2.57		78			L
2023/01/27	Fri	21:48	8.20		250			H
2023/01/28	Sat	03:07	4.53		138			L
2023/01/28	Sat	09:34	11.79		359			H
2023/01/28	Sat	16:40	1.69		52			L
2023/01/28	Sat	23:35	8.25		251			H
2023/01/29	Sun	04:13	6.41		195			L
2023/01/29	Sun	10:14	11.25		343			H
2023/01/29	Sun	17:37	0.97		30			L
2023/01/30	Mon	01:35	9.02		275			H
2023/01/30	Mon	05:44	7.77		237			L
2023/01/30	Mon	11:00	10.67		325			H
2023/01/30	Mon	18:33	0.41		12			L
2023/01/31	Tue	03:02	10.08		307			H
2023/01/31	Tue	07:22	8.33		254			L
2023/01/31	Tue	11:52	10.17		310			H
2023/01/31	Tue	19:25	-0.01		-0			L
2023/02/01	Wed	03:55	10.90		332			H
2023/02/01	Wed	08:40	8.28		252			L
2023/02/01	Wed	12:48	9.84		300			H
2023/02/01	Wed	20:13	-0.34		-10			L
2023/02/02	Thu	04:34	11.39		347			H
2023/02/02	Thu	09:35	8.02		244			L
2023/02/02	Thu	13:40	9.70		296			H
2023/02/02	Thu	20:56	-0.58		-18			L
2023/02/03	Fri	05:05	11.61		354			H
2023/02/03	Fri	10:15	7.73		236			L
2023/02/03	Fri	14:28	9.68		295			H
2023/02/03	Fri	21:35	-0.75		-23			L
2023/02/04	Sat	05:30	11.66		355			H
2023/02/04	Sat	10:48	7.43		226			L
2023/02/04	Sat	15:11	9.71		296			H
2023/02/04	Sat	22:12	-0.82		-25			L
2023/02/05	Sun	05:52	11.67		356			H
2023/02/05	Sun	11:18	7.09		216			L
2023/02/05	Sun	15:51	9.72		296			H
2023/02/05	Sun	22:46	-0.74		-23			L
2023/02/06	Mon	06:14	11.69		356			H
2023/02/06	Mon	11:48	6.65		203			L
2023/02/06	Mon	16:30	9.64		294			H
2023/02/06	Mon	23:18	-0.44		-13			L
2023/02/07	Tue	06:36	11.73		358			H
2023/02/07	Tue	12:18	6.08		185			L
2023/02/07	Tue	17:11	9.48		289			H
2023/02/07	Tue	23:50	0.12		4			L
2023/02/08	Wed	06:58	11.77		359			H
2023/02/08	Wed	12:51	5.36		163			L
2023/02/08	Wed	17:55	9.23		281			H
2023/02/09	Thu	00:20	0.97		30			L
2023/02/09	Thu	07:20	11.73		358			H
2023/02/09	Thu	13:26	4.53		138			L
2023/02/09	Thu	18:45	8.94		272			H
2023/02/10	Fri	00:51	2.10		64			L
2023/02/10	Fri	07:42	11.61		354			H
2023/02/10	Fri	14:04	3.61		110			L
2023/02/10	Fri	19:41	8.64		263			H
2023/02/11	Sat	01:24	3.46		105			L
2023/02/11	Sat	08:03	11.40		347			H
2023/02/11	Sat	14:47	2.68		82			L
2023/02/11	Sat	20:48	8.41		256			H
2023/02/12	Sun	01:58	4.96		151			L
2023/02/12	Sun	08:25	11.13		339			H
2023/02/12	Sun	15:35	1.79		55			L
2023/02/12	Sun	22:13	8.38		255			H
2023/02/13	Mon	02:40	6.47		197			L
2023/02/13	Mon	08:51	10.85		331			H
2023/02/13	Mon	16:29	0.94		29			L
2023/02/13	Mon	23:55	8.75		267			H
2023/02/14	Tue	03:41	7.83		239			L
2023/02/14	Tue	09:27	10.59		323			H
2023/02/14	Tue	17:30	0.11		3			L
2023/02/15	Wed	01:34	9.52		290			H
2023/02/15	Wed	05:41	8.74		266			L
2023/02/15	Wed	10:21	10.38		316			H
2023/02/15	Wed	18:33	-0.74		-23			L
2023/02/16	Thu	02:46	10.37		316			H
2023/02/16	Thu	07:27	8.83		269			L
2023/02/16	Thu	11:34	10.34		315			H
2023/02/16	Thu	19:33	-1.58		-48			L
2023/02/17	Fri	03:34	11.06		337			H
2023/02/17	Fri	08:33	8.40		256			L
2023/02/17	Fri	12:50	10.51		320			H
2023/02/17	Fri	20:29	-2.27		-69			L
2023/02/18	Sat	04:14	11.55		352			H
2023/02/18	Sat	09:22	7.66		233			L
2023/02/18	Sat	13:59	10.79		329			H
2023/02/18	Sat	21:20	-2.64		-80			L
2023/02/19	Sun	04:49	11.88		362			H
2023/02/19	Sun	10:07	6.71		205			L
2023/02/19	Sun	15:03	10.98		335			H
2023/02/19	Sun	22:08	-2.55		-78			L
2023/02/20	Mon	05:22	12.11		369			H
2023/02/20	Mon	10:51	5.61		171			L
2023/02/20	Mon	16:05	10.98		335			H
2023/02/20	Mon	22:53	-1.93		-59			L
2023/02/21	Tue	05:54	12.25		373			H
2023/02/21	Tue	11:36	4.42		135			L
2023/02/21	Tue	17:06	10.76		328			H
2023/02/21	Tue	23:37	-0.79		-24			L
2023/02/22	Wed	06:25	12.31		375			H
2023/02/22	Wed	12:22	3.27		100			L
2023/02/22	Wed	18:07	10.37		316			H
2023/02/23	Thu	00:20	0.76		23			L
2023/02/23	Thu	06:55	12.23		373			H
2023/02/23	Thu	13:09	2.26		69			L
2023/02/23	Thu	19:11	9.88		301			H
2023/02/24	Fri	01:04	2.56		78			L
2023/02/24	Fri	07:26	11.97		365			H
2023/02/24	Fri	13:58	1.50		46			L
2023/02/24	Fri	20:20	9.41		287			H
2023/02/25	Sat	01:51	4.42		135			L
2023/02/25	Sat	07:58	11.51		351			H
2023/02/25	Sat	14:49	1.04		32			L
2023/02/25	Sat	21:38	9.10		277			H
2023/02/26	Sun	02:47	6.14		187			L
2023/02/26	Sun	08:32	10.88		332			H
2023/02/26	Sun	15:43	0.86		26			L
2023/02/26	Sun	23:15	9.12		278			H
2023/02/27	Mon	04:04	7.50		229			L
2023/02/27	Mon	09:12	10.15		309			H
2023/02/27	Mon	16:42	0.86		26			L
2023/02/28	Tue	01:10	9.61		293			H
2023/02/28	Tue	05:51	8.17		249			L
2023/02/28	Tue	10:07	9.45		288			H
2023/02/28	Tue	17:45	0.88		27			L
2023/03/01	Wed	02:31	10.28		313			H
2023/03/01	Wed	07:33	8.05		245			L
2023/03/01	Wed	11:22	8.97		273			H
2023/03/01	Wed	18:48	0.80		24			L
2023/03/02	Thu	03:20	10.77		328			H
2023/03/02	Thu	08:39	7.58		231			L
2023/03/02	Thu	12:37	8.85		270			H
2023/03/02	Thu	19:44	0.59		18			L
2023/03/03	Fri	03:55	11.03		336			H
2023/03/03	Fri	09:21	7.08		216			L
2023/03/03	Fri	13:38	8.99		274			H
2023/03/03	Fri	20:32	0.36		11			L
2023/03/04	Sat	04:21	11.14		340			H
2023/03/04	Sat	09:52	6.59		201			L
2023/03/04	Sat	14:29	9.22		281			H
2023/03/04	Sat	21:13	0.21		6			L
2023/03/05	Sun	04:42	11.18		341			H
2023/03/05	Sun	10:19	6.08		185			L
2023/03/05	Sun	15:13	9.42		287			H
2023/03/05	Sun	21:49	0.24		7			L
2023/03/06	Mon	05:01	11.21		342			H
2023/03/06	Mon	10:45	5.47		167			L
2023/03/06	Mon	15:54	9.55		291			H
2023/03/06	Mon	22:22	0.50		15			L
2023/03/07	Tue	05:20	11.26		343			H
2023/03/07	Tue	11:11	4.74		144			L
2023/03/07	Tue	16:35	9.62		293			H
2023/03/07	Tue	22:53	1.01		31			L
2023/03/08	Wed	05:39	11.30		344			H
2023/03/08	Wed	11:38	3.88		118			L
2023/03/08	Wed	17:17	9.66		294			H
2023/03/08	Wed	23:24	1.78		54			L
2023/03/09	Thu	05:59	11.29		344			H
2023/03/09	Thu	12:07	2.94		90			L
2023/03/09	Thu	18:02	9.69		295			H
2023/03/09	Thu	23:56	2.77		84			L
2023/03/10	Fri	06:18	11.21		342			H
2023/03/10	Fri	12:40	2.02		62			L
2023/03/10	Fri	18:51	9.70		296			H
2023/03/11	Sat	00:29	3.94		120			L
2023/03/11	Sat	06:37	11.06		337			H
2023/03/11	Sat	13:17	1.20		37			L
2023/03/11	Sat	19:45	9.65		294			H
2023/03/12	Sun	01:04	5.18		158			L
2023/03/12	Sun	07:57	10.84		330			H
2023/03/12	Sun	14:59	0.56		17			L
2023/03/12	Sun	21:47	9.56		291			H
2023/03/13	Mon	02:46	6.43		196			L
2023/03/13	Mon	08:22	10.56		322			H
2023/03/13	Mon	15:48	0.15		5			L
2023/03/13	Mon	23:04	9.50		290			H
2023/03/14	Tue	03:39	7.56		230			L
2023/03/14	Tue	08:53	10.22		312			H
2023/03/14	Tue	16:47	-0.10		-3			L
2023/03/15	Wed	00:37	9.63		294			H
2023/03/15	Wed	05:08	8.38		255			L
2023/03/15	Wed	09:39	9.83		300			H
2023/03/15	Wed	17:55	-0.31		-9			L
2023/03/16	Thu	02:07	10.06		307			H
2023/03/16	Thu	07:10	8.50		259			L
2023/03/16	Thu	10:56	9.46		288			H
2023/03/16	Thu	19:06	-0.61		-19			L
2023/03/17	Fri	03:11	10.57		322			H
2023/03/17	Fri	08:31	7.93		242			L
2023/03/17	Fri	12:39	9.38		286			H
2023/03/17	Fri	20:12	-0.95		-29			L
2023/03/18	Sat	03:55	11.00		335			H
2023/03/18	Sat	09:25	6.97		212			L
2023/03/18	Sat	14:06	9.67		295			H
2023/03/18	Sat	21:11	-1.16		-35			L
2023/03/19	Sun	04:31	11.33		345			H
2023/03/19	Sun	10:08	5.75		175			L
2023/03/19	Sun	15:17	10.06		307			H
2023/03/19	Sun	22:02	-1.02		-31			L
2023/03/20	Mon	05:03	11.57		353			H
2023/03/20	Mon	10:49	4.39		134			L
2023/03/20	Mon	16:20	10.38		316			H
2023/03/20	Mon	22:49	-0.45		-14			L
2023/03/21	Tue	05:32	11.74		358			H
2023/03/21	Tue	11:29	3.00		91			L
2023/03/21	Tue	17:20	10.56		322			H
2023/03/21	Tue	23:33	0.55		17			L
2023/03/22	Wed	06:01	11.81		360			H
2023/03/22	Wed	12:10	1.71		52			L
2023/03/22	Wed	18:19	10.62		324			H
2023/03/23	Thu	00:17	1.88		57			L
2023/03/23	Thu	06:29	11.75		358			H
2023/03/23	Thu	12:50	0.66		20			L
2023/03/23	Thu	19:17	10.58		322			H
2023/03/24	Fri	01:00	3.36		102			L
2023/03/24	Fri	06:57	11.52		351			H
2023/03/24	Fri	13:31	-0.03		-1			L
2023/03/24	Fri	20:15	10.47		319			H
2023/03/25	Sat	01:46	4.84		148			L
2023/03/25	Sat	07:27	11.10		338			H
2023/03/25	Sat	14:14	-0.30		-9			L
2023/03/25	Sat	21:16	10.30		314			H
2023/03/26	Sun	02:38	6.18		188			L
2023/03/26	Sun	07:57	10.51		320			H
2023/03/26	Sun	15:00	-0.19		-6			L
2023/03/26	Sun	22:23	10.10		308			H
2023/03/27	Mon	03:43	7.23		220			L
2023/03/27	Mon	08:31	9.79		298			H
2023/03/27	Mon	15:50	0.21		6			L
2023/03/27	Mon	23:42	9.97		304			H
2023/03/28	Tue	05:12	7.84		239			L
2023/03/28	Tue	09:12	9.02		275			H
2023/03/28	Tue	16:47	0.75		23			L
2023/03/29	Wed	01:13	10.04		306			H
2023/03/29	Wed	07:01	7.81		238			L
2023/03/29	Wed	10:18	8.31		253			H
2023/03/29	Wed	17:53	1.21		37			L
2023/03/30	Thu	02:29	10.28		313			H
2023/03/30	Thu	08:29	7.27		222			L
2023/03/30	Thu	11:57	7.91		241			H
2023/03/30	Thu	19:02	1.43		44			L
2023/03/31	Fri	03:18	10.50		320			H
2023/03/31	Fri	09:18	6.61		201			L
2023/03/31	Fri	13:22	7.96		243			H
2023/03/31	Fri	20:04	1.45		44			L
2023/04/01	Sat	03:51	10.64		324			H
2023/04/01	Sat	09:51	5.91		180			L
2023/04/01	Sat	14:28	8.26		252			H
2023/04/01	Sat	20:56	1.42		43			L
2023/04/02	Sun	04:16	10.73		327			H
2023/04/02	Sun	10:19	5.17		158			L
2023/04/02	Sun	15:22	8.62		263			H
2023/04/02	Sun	21:40	1.53		47			L
2023/04/03	Mon	04:37	10.79		329			H
2023/04/03	Mon	10:43	4.34		132			L
2023/04/03	Mon	16:09	8.98		274			H
2023/04/03	Mon	22:18	1.84		56			L
2023/04/04	Tue	04:56	10.83		330			H
2023/04/04	Tue	11:07	3.41		104			L
2023/04/04	Tue	16:53	9.33		284			H
2023/04/04	Tue	22:52	2.38		73			L
2023/04/05	Wed	05:15	10.85		331			H
2023/04/05	Wed	11:32	2.37		72			L
2023/04/05	Wed	17:37	9.69		295			H
2023/04/05	Wed	23:26	3.12		95			L
2023/04/06	Thu	05:33	10.85		331			H
2023/04/06	Thu	11:59	1.30		40			L
2023/04/06	Thu	18:22	10.05		306			H
2023/04/07	Fri	00:00	3.99		122			L
2023/04/07	Fri	05:51	10.79		329			H
2023/04/07	Fri	12:29	0.29		9			L
2023/04/07	Fri	19:08	10.38		316			H
2023/04/08	Sat	00:36	4.93		150			L
2023/04/08	Sat	06:11	10.70		326			H
2023/04/08	Sat	13:03	-0.54		-16			L
2023/04/08	Sat	19:57	10.62		324			H
2023/04/09	Sun	01:15	5.89		180			L
2023/04/09	Sun	06:33	10.54		321			H
2023/04/09	Sun	13:41	-1.09		-33			L
2023/04/09	Sun	20:50	10.70		326			H
2023/04/10	Mon	01:59	6.78		207			L
2023/04/10	Mon	07:00	10.31		314			H
2023/04/10	Mon	14:26	-1.31		-40			L
2023/04/10	Mon	21:50	10.62		324			H
2023/04/11	Tue	02:54	7.54		230			L
2023/04/11	Tue	07:33	9.97		304			H
2023/04/11	Tue	15:18	-1.22		-37			L
2023/04/11	Tue	23:00	10.48		319			H
2023/04/12	Wed	04:08	8.05		245			L
2023/04/12	Wed	08:16	9.51		290			H
2023/04/12	Wed	16:19	-0.92		-28			L
2023/04/13	Thu	00:18	10.45		319			H
2023/04/13	Thu	05:49	8.06		246			L
2023/04/13	Thu	09:20	8.92		272			H
2023/04/13	Thu	17:28	-0.55		-17			L
2023/04/14	Fri	01:29	10.61		323			H
2023/04/14	Fri	07:19	7.41		226			L
2023/04/14	Fri	11:08	8.40		256			H
2023/04/14	Fri	18:40	-0.22		-7			L
2023/04/15	Sat	02:23	10.86		331			H
2023/04/15	Sat	08:22	6.28		191			L
2023/04/15	Sat	13:00	8.40		256			H
2023/04/15	Sat	19:47	0.11		3			L
2023/04/16	Sun	03:05	11.11		339			H
2023/04/16	Sun	09:09	4.86		148			L
2023/04/16	Sun	14:25	8.79		268			H
2023/04/16	Sun	20:47	0.59		18			L
2023/04/17	Mon	03:39	11.30		344			H
2023/04/17	Mon	09:50	3.30		101			L
2023/04/17	Mon	15:35	9.31		284			H
2023/04/17	Mon	21:39	1.33		41			L
2023/04/18	Tue	04:08	11.43		348			H
2023/04/18	Tue	10:29	1.74		53			L
2023/04/18	Tue	16:39	9.84		300			H
2023/04/18	Tue	22:28	2.33		71			L
2023/04/19	Wed	04:36	11.46		349			H
2023/04/19	Wed	11:06	0.35		11			L
2023/04/19	Wed	17:37	10.31		314			H
2023/04/19	Wed	23:14	3.48		106			L
2023/04/20	Thu	05:03	11.37		347			H
2023/04/20	Thu	11:42	-0.73		-22			L
2023/04/20	Thu	18:33	10.70		326			H
2023/04/21	Fri	00:00	4.66		142			L
2023/04/21	Fri	05:30	11.12		339			H
2023/04/21	Fri	12:19	-1.41		-43			L
2023/04/21	Fri	19:26	10.97		334			H
2023/04/22	Sat	00:47	5.75		175			L
2023/04/22	Sat	05:59	10.73		327			H
2023/04/22	Sat	12:57	-1.66		-51			L
2023/04/22	Sat	20:17	11.08		338			H
2023/04/23	Sun	01:38	6.64		202			L
2023/04/23	Sun	06:29	10.21		311			H
2023/04/23	Sun	13:36	-1.51		-46			L
2023/04/23	Sun	21:09	11.03		336			H
2023/04/24	Mon	02:36	7.29		222			L
2023/04/24	Mon	07:01	9.58		292			H
2023/04/24	Mon	14:19	-1.03		-31			L
2023/04/24	Mon	22:04	10.85		331			H
2023/04/25	Tue	03:47	7.65		233			L
2023/04/25	Tue	07:37	8.90		271			H
2023/04/25	Tue	15:06	-0.34		-10			L
2023/04/25	Tue	23:05	10.62		324			H
2023/04/26	Wed	05:15	7.63		233			L
2023/04/26	Wed	08:22	8.20		250			H
2023/04/26	Wed	16:00	0.42		13			L
2023/04/27	Thu	00:11	10.46		319			H
2023/04/27	Thu	06:47	7.21		220			L
2023/04/27	Thu	09:34	7.53		230			H
2023/04/27	Thu	17:01	1.14		35			L
2023/04/28	Fri	01:11	10.42		318			H
2023/04/28	Fri	07:56	6.51		198			L
2023/04/28	Fri	11:22	7.10		216			H
2023/04/28	Fri	18:07	1.71		52			L
2023/04/29	Sat	01:58	10.47		319			H
2023/04/29	Sat	08:39	5.67		173			L
2023/04/29	Sat	12:55	7.11		217			H
2023/04/29	Sat	19:10	2.18		66			L
2023/04/30	Sun	02:33	10.54		321			H
2023/04/30	Sun	09:10	4.72		144			L
2023/04/30	Sun	14:08	7.44		227			H
2023/04/30	Sun	20:06	2.64		80			L
2023/05/01	Mon	03:01	10.60		323			H
2023/05/01	Mon	09:36	3.66		112			L
2023/05/01	Mon	15:09	7.96		243			H
2023/05/01	Mon	20:55	3.18		97			L
2023/05/02	Tue	03:24	10.63		324			H
2023/05/02	Tue	10:01	2.50		76			L
2023/05/02	Tue	16:03	8.58		262			H
2023/05/02	Tue	21:38	3.84		117			L
2023/05/03	Wed	03:44	10.63		324			H
2023/05/03	Wed	10:26	1.28		39			L
2023/05/03	Wed	16:52	9.26		282			H
2023/05/03	Wed	22:19	4.59		140			L
2023/05/04	Thu	04:03	10.62		324			H
2023/05/04	Thu	10:53	0.05		2			L
2023/05/04	Thu	17:39	9.95		303			H
2023/05/04	Thu	22:59	5.37		164			L
2023/05/05	Fri	04:22	10.60		323			H
2023/05/05	Fri	11:22	-1.08		-33			L
2023/05/05	Fri	18:26	10.58		322			H
2023/05/05	Fri	23:40	6.11		186			L
2023/05/06	Sat	04:44	10.55		322			H
2023/05/06	Sat	11:56	-1.99		-61			L
2023/05/06	Sat	19:13	11.08		338			H
2023/05/07	Sun	00:23	6.78		207			L
2023/05/07	Sun	05:10	10.46		319			H
2023/05/07	Sun	12:34	-2.59		-79			L
2023/05/07	Sun	20:01	11.38		347			H
2023/05/08	Mon	01:10	7.33		223			L
2023/05/08	Mon	05:43	10.29		314			H
2023/05/08	Mon	13:17	-2.81		-86			L
2023/05/08	Mon	20:53	11.46		349			H
2023/05/09	Tue	02:04	7.71		235			L
2023/05/09	Tue	06:21	9.99		304			H
2023/05/09	Tue	14:06	-2.66		-81			L
2023/05/09	Tue	21:49	11.38		347			H
2023/05/10	Wed	03:09	7.87		240			L
2023/05/10	Wed	07:08	9.52		290			H
2023/05/10	Wed	15:00	-2.17		-66			L
2023/05/10	Wed	22:50	11.24		343			H
2023/05/11	Thu	04:28	7.67		234			L
2023/05/11	Thu	08:08	8.84		269			H
2023/05/11	Thu	15:59	-1.41		-43			L
2023/05/11	Thu	23:50	11.16		340			H
2023/05/12	Fri	05:52	6.97		212			L
2023/05/12	Fri	09:35	8.05		245			H
2023/05/12	Fri	17:04	-0.47		-14			L
2023/05/13	Sat	00:45	11.18		341			H
2023/05/13	Sat	07:04	5.77		176			L
2023/05/13	Sat	11:33	7.53		230			H
2023/05/13	Sat	18:11	0.57		17			L
2023/05/14	Sun	01:31	11.26		343			H
2023/05/14	Sun	08:00	4.24		129			L
2023/05/14	Sun	13:18	7.61		232			H
2023/05/14	Sun	19:17	1.69		52			L
2023/05/15	Mon	02:10	11.34		346			H
2023/05/15	Mon	08:47	2.55		78			L
2023/05/15	Mon	14:43	8.15		248			H
2023/05/15	Mon	20:19	2.84		87			L
2023/05/16	Tue	02:43	11.38		347			H
2023/05/16	Tue	09:27	0.92		28			L
2023/05/16	Tue	15:56	8.92		272			H
2023/05/16	Tue	21:16	3.99		122			L
2023/05/17	Wed	03:13	11.32		345			H
2023/05/17	Wed	10:05	-0.50		-15			L
2023/05/17	Wed	17:00	9.73		297			H
2023/05/17	Wed	22:10	5.07		155			L
2023/05/18	Thu	03:41	11.15		340			H
2023/05/18	Thu	10:41	-1.57		-48			L
2023/05/18	Thu	17:57	10.45		319			H
2023/05/18	Thu	23:02	6.01		183			L
2023/05/19	Fri	04:09	10.87		331			H
2023/05/19	Fri	11:16	-2.24		-68			L
2023/05/19	Fri	18:47	10.99		335			H
2023/05/19	Fri	23:52	6.75		206			L
2023/05/20	Sat	04:37	10.49		320			H
2023/05/20	Sat	11:52	-2.50		-76			L
2023/05/20	Sat	19:33	11.31		345			H
2023/05/21	Sun	00:43	7.26		221			L
2023/05/21	Sun	05:08	10.04		306			H
2023/05/21	Sun	12:29	-2.42		-74			L
2023/05/21	Sun	20:16	11.44		349			H
2023/05/22	Mon	01:36	7.55		230			L
2023/05/22	Mon	05:41	9.53		290			H
2023/05/22	Mon	13:07	-2.05		-62			L
2023/05/22	Mon	20:58	11.38		347			H
2023/05/23	Tue	02:34	7.65		233			L
2023/05/23	Tue	06:19	8.99		274			H
2023/05/23	Tue	13:49	-1.50		-46			L
2023/05/23	Tue	21:42	11.22		342			H
2023/05/24	Wed	03:39	7.55		230			L
2023/05/24	Wed	07:02	8.42		257			H
2023/05/24	Wed	14:33	-0.80		-24			L
2023/05/24	Wed	22:28	11.03		336			H
2023/05/25	Thu	04:49	7.23		220			L
2023/05/25	Thu	07:53	7.80		238			H
2023/05/25	Thu	15:20	0.00		0			L
2023/05/25	Thu	23:16	10.86		331			H
2023/05/26	Fri	05:59	6.65		203			L
2023/05/26	Fri	09:03	7.15		218			H
2023/05/26	Fri	16:11	0.89		27			L
2023/05/27	Sat	00:01	10.76		328			H
2023/05/27	Sat	06:57	5.83		178			L
2023/05/27	Sat	10:38	6.62		202			H
2023/05/27	Sat	17:05	1.85		56			L
2023/05/28	Sun	00:41	10.70		326			H
2023/05/28	Sun	07:41	4.80		146			L
2023/05/28	Sun	12:17	6.48		198			H
2023/05/28	Sun	18:01	2.87		87			L
2023/05/29	Mon	01:15	10.67		325			H
2023/05/29	Mon	08:16	3.61		110			L
2023/05/29	Mon	13:43	6.83		208			H
2023/05/29	Mon	19:00	3.91		119			L
2023/05/30	Tue	01:44	10.63		324			H
2023/05/30	Tue	08:46	2.29		70			L
2023/05/30	Tue	14:55	7.54		230			H
2023/05/30	Tue	19:58	4.90		149			L
2023/05/31	Wed	02:09	10.58		322			H
2023/05/31	Wed	09:14	0.92		28			L
2023/05/31	Wed	15:57	8.46		258			H
2023/05/31	Wed	20:54	5.79		176			L
2023/06/01	Thu	02:32	10.55		322			H
2023/06/01	Thu	09:44	-0.45		-14			L
2023/06/01	Thu	16:51	9.42		287			H
2023/06/01	Thu	21:47	6.55		200			L
2023/06/02	Fri	02:54	10.55		322			H
2023/06/02	Fri	10:16	-1.70		-52			L
2023/06/02	Fri	17:40	10.31		314			H
2023/06/02	Fri	22:36	7.14		218			L
2023/06/03	Sat	03:20	10.57		322			H
